location,total_sqft,bath,bhk,price_per_sqft,price
Electronic City Phase II,1400.0,2.0,3,2889.2857142857147,40.45
Domlur,2100.0,3.0,3,6904.761904761905,145.0
Electronic City,660.0,1.0,2,2500.0,16.5
Kengeri,633.0,1.0,2,2843.6018957345973,18.0
Indira Nagar,1260.0,2.0,2,9523.809523809523,120.0
ITPL,907.0,2.0,2,6111.35611907387,55.43
Hennur Road,2047.0,3.0,3,3299.9511480214946,67.55
Bellandur,1211.0,2.0,2,5202.312138728324,63.0
Hennur Road,1904.0,3.0,3,6775.210084033613,129.0
Balagere,1205.0,2.0,2,6130.290456431535,73.87
Yeshwanthpur,1164.0,2.0,2,5505.154639175258,64.08
other,1410.0,2.0,2,5177.304964539007,73.0
other,1150.0,2.0,2,3652.1739130434785,42.0
other,1170.0,2.0,2,4539.316239316239,53.11
Hennur,1420.0,2.0,2,4366.197183098591,62.0
Panathur,1125.0,2.0,2,4000.0,45.0
NRI Layout,1789.0,3.0,3,4192.286193404137,75.0
Hulimavu,1021.0,2.0,2,7443.682664054848,76.0
Ananth Nagar,1074.0,2.0,2,2500.0,26.85
Kalena Agrahara,1222.0,2.0,2,3927.986906710311,48.0
Hennur Road,1981.0,3.0,3,6764.260474507824,134.0
Yelachenahalli,1103.0,2.0,2,4986.400725294651,55.0
other,1201.0,2.0,2,5412.156536219817,65.0
Sarjapur  Road,970.0,2.0,2,3711.340206185567,36.0
Sarjapur,920.0,2.0,2,3586.9565217391305,33.0
Yeshwanthpur,1520.0,3.0,3,5592.105263157895,85.0
Sonnenahalli,1268.0,2.0,3,5914.826498422713,75.0
other,660.0,1.0,1,4545.454545454545,30.0
Harlur,1755.0,3.0,3,6552.706552706552,115.0
Hoskote,945.0,2.0,2,3703.703703703704,35.0
8th Phase JP Nagar,500.0,1.0,1,6600.0,33.0
Bommenahalli,1632.0,3.0,4,8578.43137254902,140.0
Rachenahalli,1167.0,2.0,2,3213.367609254499,37.5
Domlur,1276.0,2.0,2,6269.592476489028,80.0
Thanisandra,1234.0,2.0,2,4132.90113452188,51.0
Lakshminarayana Pura,1180.0,2.0,2,6355.932203389831,75.0
ISRO Layout,1370.0,2.0,3,6350.36496350365,87.0
Chandapura,1015.0,2.0,2,2549.753694581281,25.88
Electronic City,1400.0,3.0,3,6428.571428571428,90.0
other,1050.0,2.0,2,3809.5238095238096,40.0
Ramagondanahalli,1251.0,2.0,2,3677.0583533173462,46.0
Yeshwanthpur,1677.0,3.0,3,5493.738819320215,92.13
Sarjapur  Road,1346.0,2.0,2,5005.94353640416,67.38
Electronic City Phase II,1090.0,2.0,2,2888.0733944954127,31.48
Kanakapura,1290.0,2.0,3,3961.2403100775196,51.1
Sarjapur  Road,1881.0,3.0,3,7708.665603402445,145.0
Garudachar Palya,1150.0,2.0,2,4521.739130434783,52.0
Kanakpura Road,1200.0,2.0,3,3500.0,42.0
other,950.0,2.0,2,6842.105263157895,65.0
Bommasandra Industrial Area,1491.0,3.0,3,2716.2977867203217,40.5
Ramamurthy Nagar,1050.0,2.0,2,4920.0,51.66
Hoodi,1660.0,3.0,3,7891.566265060241,131.0
Nagavarapalya,1134.0,2.0,2,4850.088183421517,55.0
Hebbal,1100.0,2.0,2,5454.545454545455,60.0
Anekal,1200.0,2.0,2,3008.3333333333335,36.1
other,980.0,3.0,3,8163.265306122449,80.0
other,1080.0,2.0,2,3499.9999999999995,37.8
CV Raman Nagar,705.0,2.0,1,7092.198581560284,50.0
other,1200.0,2.0,3,2916.6666666666665,35.0
Anandapura,1200.0,2.0,2,4166.666666666667,50.0
Talaghattapura,1804.0,3.0,3,7039.911308203991,127.0
other,750.0,2.0,2,2666.6666666666665,20.0
Battarahalli,1090.0,2.0,2,3520.1834862385317,38.37
Electronic City,1287.0,3.0,3,4273.504273504273,55.0
Thigalarapalya,2215.0,4.0,3,7088.03611738149,157.0
Sarjapur  Road,1045.0,2.0,2,4033.492822966507,42.15
Hormavu,1263.0,2.0,2,3749.802058590657,47.36
Whitefield,1431.0,3.0,3,5939.902166317261,85.0
Dommasandra,999.0,2.0,2,3293.293293293293,32.9
Vittasandra,1650.0,3.0,3,5181.818181818182,85.5
other,1535.0,3.0,3,4690.553745928339,72.0
Kanakpura Road,1300.0,3.0,3,5307.692307692308,69.0
7th Phase JP Nagar,2095.0,3.0,3,7159.904534606205,150.0
Ananth Nagar,500.0,1.0,1,2800.0,14.0
other,1265.0,2.0,2,5375.494071146245,68.0
Kudlu Gate,1215.0,2.0,2,3700.411522633745,44.96
Yelahanka New Town,2200.0,2.0,2,8181.818181818182,180.0
Electronics City Phase 1,1028.0,2.0,2,4961.089494163424,51.0
Hegde Nagar,1835.0,2.0,3,5013.623978201635,92.0
Munnekollal,1800.0,3.0,3,3611.1111111111113,65.0
1st Phase JP Nagar,2077.0,3.0,3,8425.613866153106,175.0
Dasanapura,708.0,2.0,2,4399.717514124294,31.15
Basavangudi,1200.0,2.0,2,10000.0,120.0
Hosakerehalli,925.0,2.0,2,5000.0,46.25
Kanakpura Road,458.0,1.0,1,7349.344978165938,33.66
Amruthahalli,1450.0,2.0,3,6206.896551724138,90.0
Kasavanhalli,1100.0,2.0,2,5909.090909090909,65.0
Kadubeesanahalli,1185.0,2.0,2,4641.350210970464,55.0
9th Phase JP Nagar,1900.0,4.0,4,4210.526315789473,80.0
TC Palaya,1200.0,2.0,2,5833.333333333333,70.0
other,660.0,1.0,1,5303.030303030303,35.0
Ambedkar Nagar,1920.0,4.0,3,6302.083333333333,121.0
Jalahalli,1200.0,2.0,2,10833.333333333334,130.0
Bhoganhalli,1205.0,2.0,2,5669.709543568464,68.32
Haralur Road,1200.0,2.0,2,3833.3333333333335,46.0
Akshaya Nagar,1421.0,2.0,3,5137.227304714989,73.0
6th Phase JP Nagar,1250.0,3.0,3,3912.0,48.9
Whitefield,524.0,1.0,1,5534.3511450381675,29.0
Thubarahalli,1540.0,3.0,3,5844.1558441558445,90.0
Sarjapur  Road,984.0,2.0,2,4665.650406504065,45.91
Rachenahalli,985.0,2.0,2,5093.401015228426,50.17
other,1140.0,2.0,2,5263.1578947368425,60.0
Begur Road,1410.0,2.0,3,3150.354609929078,44.42
Raja Rajeshwari Nagar,1700.0,2.0,3,5058.823529411765,86.0
Devanahalli,1360.0,2.0,2,4590.073529411765,62.425
Dasarahalli,1333.0,2.0,2,6500.375093773443,86.65
Electronic City,1258.0,2.0,2,6796.502384737679,85.5
other,1458.0,2.0,3,5967.078189300411,87.0
Electronic City,1386.0,2.0,2,6132.7561327561325,85.0
Electronic City Phase II,1140.0,2.0,2,2887.719298245614,32.92
Electronic City,550.0,1.0,1,4909.090909090909,27.0
Lakshminarayana Pura,1200.0,2.0,2,6916.666666666667,83.0
other,1081.0,2.0,2,3607.7705827937093,39.0
Whitefield,2135.0,3.0,4,6978.922716627635,149.0
other,1178.0,2.0,2,6791.171477079796,80.0
Devarachikkanahalli,991.0,2.0,2,4036.326942482341,40.0
Gottigere,1493.0,2.0,3,6028.131279303416,90.0
Kammasandra,1080.0,2.0,2,2962.037037037037,31.99
Dasanapura,814.0,2.0,2,6511.056511056511,53.0
Electronic City,1025.0,2.0,2,4878.048780487805,50.0
Bannerghatta Road,1115.0,2.0,2,5470.85201793722,61.0
Whitefield,1760.0,3.0,3,9090.90909090909,160.0
other,1175.0,2.0,2,4498.723404255319,52.86
KR Puram,1100.0,2.0,2,4090.909090909091,45.0
Banashankari,1450.0,2.0,2,3500.0,50.75
6th Phase JP Nagar,1810.0,3.0,3,7237.5690607734805,131.0
other,1426.0,2.0,3,4978.962131837307,71.0
Kalyan nagar,1100.0,2.0,2,6363.636363636364,70.0
Electronic City Phase II,650.0,1.0,1,5384.615384615385,35.0
Old Madras Road,1350.0,3.0,3,3500.0,47.25
Kaikondrahalli,900.0,2.0,2,3000.0,27.0
Billekahalli,1360.0,2.0,2,8088.235294117647,110.0
Yeshwanthpur,674.0,1.0,1,5467.359050445104,36.85
Whitefield,1655.0,3.0,3,6646.525679758308,110.0
other,1300.0,2.0,2,7307.692307692308,95.0
other,936.0,1.0,1,5662.393162393162,53.0
other,1277.0,2.0,2,7204.385277995301,92.0
other,1200.0,2.0,2,4500.0,54.0
Hormavu,1015.0,2.0,2,3850.246305418719,39.08
Budigere,1153.0,2.0,2,5203.816131830009,60.0
Kengeri,1035.0,2.0,2,4975.84541062802,51.5
Uttarahalli,1150.0,2.0,2,4000.0,46.0
Malleshwaram,1020.0,2.0,2,7843.137254901961,80.0
8th Phase JP Nagar,1160.0,2.0,2,8189.6551724137935,95.0
Bisuvanahalli,1075.0,2.0,3,2883.720930232558,31.0
Brookefield,1225.0,2.0,2,5877.551020408163,72.0
other,1600.0,2.0,2,10000.0,160.0
Malleshwaram,600.0,1.0,2,15000.0,90.0
other,1350.0,3.0,3,4444.444444444444,60.0
Kanakpura Road,1300.0,3.0,3,5307.692307692308,69.0
Channasandra,830.0,2.0,2,4371.084337349397,36.28
Hennur Road,1155.0,2.0,2,5989.6103896103905,69.18
Jalahalli,905.0,2.0,2,6077.348066298343,55.0
Vijayanagar,1375.0,2.0,3,5454.545454545455,75.0
Electronic City,1140.0,2.0,2,2968.421052631579,33.84
Hormavu,1550.0,2.0,3,3870.967741935484,60.0
Kannamangala,957.0,2.0,2,5747.126436781609,55.0
9th Phase JP Nagar,890.0,2.0,2,5056.179775280899,45.0
Electronic City,1070.0,2.0,2,5140.186915887851,55.0
Rachenahalli,925.0,2.0,2,4000.0,37.0
Kammasandra,1415.0,2.0,2,4240.282685512368,60.0
other,500.0,2.0,1,16000.0,80.0
Thanisandra,1225.0,2.0,2,3020.408163265306,37.0
Hennur Road,2000.0,4.0,4,4500.0,90.0
Whitefield,840.0,1.0,1,6785.714285714285,57.0
Thanisandra,1732.0,3.0,3,6466.512702078522,112.0
Parappana Agrahara,1200.0,1.0,1,3750.0,45.0
Bhoganhalli,1260.0,2.0,2,5547.619047619049,69.9
other,1092.0,2.0,2,4487.179487179487,49.0
other,827.0,2.0,2,4111.24546553809,34.0
Horamavu Banaswadi,1357.0,2.0,2,3979.3662490788506,54.0
Chamrajpet,650.0,1.0,2,6153.846153846154,40.0
7th Phase JP Nagar,1370.0,2.0,3,3999.2700729927005,54.79
Whitefield,1725.0,3.0,3,6144.927536231884,106.0
Jalahalli,1000.0,2.0,2,7000.0,70.0
TC Palaya,1350.0,1.0,1,4074.074074074074,55.0
Bellandur,1717.0,3.0,3,6406.523005241701,110.0
Kanakpura Road,700.0,2.0,2,4857.142857142857,34.0
other,800.0,2.0,2,4000.0,32.0
Sonnenahalli,1415.0,2.0,3,4593.639575971732,65.0
7th Phase JP Nagar,1976.0,3.0,3,7338.056680161943,145.0
Kambipura,883.0,2.0,2,4191.392978482446,37.01
Yelahanka,700.0,1.0,1,5428.571428571428,38.0
Sarjapur,1445.0,3.0,3,3460.2076124567475,50.0
Battarahalli,2082.0,3.0,3,4995.1969260326605,104.0
HSR Layout,1140.0,2.0,2,4035.0877192982457,46.0
Thanisandra,933.0,2.0,2,7073.954983922829,66.0
Electronic City Phase II,1155.0,2.0,2,4935.064935064935,57.0
Whitefield,1130.0,2.0,2,3185.8407079646017,36.0
Bannerghatta,1200.0,2.0,2,6100.0,73.2
other,1055.0,2.0,2,4075.829383886256,43.0
Rajaji Nagar,1555.0,3.0,3,8038.585209003216,125.0
Bellandur,1420.0,3.0,3,4366.197183098591,62.0
Devanahalli,658.0,1.0,1,4089.665653495441,26.91
Bhoganhalli,896.9,2.0,2,8779.128107927305,78.74
KR Puram,1035.0,2.0,2,3864.7342995169083,40.0
other,1839.0,3.0,3,8700.380641653072,160.0
Begur Road,1200.0,2.0,2,3666.6666666666665,44.0
Yelahanka New Town,488.0,1.0,1,4098.360655737705,20.0
other,993.0,2.0,2,4229.607250755287,42.0
Hoodi,1225.0,2.0,2,3673.469387755102,45.0
TC Palaya,900.0,2.0,2,6111.111111111111,55.0
Sompura,825.0,2.0,2,3878.787878787879,32.0
Electronic City Phase II,1800.0,3.0,3,5111.111111111111,92.0
other,925.0,2.0,2,10810.81081081081,100.0
Kanakpura Road,1167.0,2.0,2,5398.457583547558,63.0
Sarjapur,1150.0,2.0,2,3565.217391304348,41.0
other,650.0,1.0,1,7692.307692307692,50.0
Sarjapur  Road,675.0,1.0,1,4000.0,27.0
other,720.0,1.0,1,4498.611111111111,32.39
Yelahanka New Town,1100.0,2.0,2,5272.727272727273,58.0
Uttarahalli,1330.0,2.0,3,4360.902255639097,58.0
Koramangala,1320.0,2.0,2,12121.212121212122,160.0
Banashankari,1770.0,3.0,3,6101.6949152542375,108.0
Prithvi Layout,2100.0,3.0,3,5952.380952380952,125.0
Pai Layout,1000.0,2.0,2,4200.0,42.0
Kanakpura Road,1419.59,2.0,3,4578.786832817927,65.0
Kodihalli,1400.0,3.0,3,5785.714285714285,81.0
Horamavu Agara,750.0,2.0,2,4998.666666666667,37.49
Bannerghatta,1070.0,2.0,2,8130.841121495327,87.0
Kannamangala,1536.0,3.0,3,6966.145833333333,107.0
Electronic City,1342.0,2.0,2,5365.126676602086,72.0
other,1600.0,3.0,3,8125.0,130.0
Kanakapura,938.0,1.0,1,5330.490405117271,50.0
Budigere,1820.0,3.0,3,5439.56043956044,99.0
Kanakpura Road,1665.0,3.0,3,4684.684684684685,78.0
Basavangudi,1850.0,3.0,3,8108.108108108108,150.0
Bommanahalli,1091.0,2.0,2,3666.3611365719526,40.0
Sarjapur  Road,1346.0,2.0,2,5500.0,74.03
JP Nagar,1060.0,2.0,2,3202.8301886792456,33.95
Whitefield,1059.0,2.0,2,5382.43626062323,57.0
Hebbal,1299.0,2.0,2,7467.282525019245,97.0
Yelahanka,1491.0,3.0,3,5700.871898054997,85.0
Basaveshwara Nagar,1200.0,2.0,2,7083.333333333333,85.0
Hulimavu,581.0,1.0,1,4991.394148020654,29.0
other,1296.0,2.0,2,5401.234567901234,70.0
other,1125.0,2.0,2,4888.888888888889,55.0
Electronic City,1275.0,3.0,3,5490.196078431372,70.0
Kothanur,1095.0,2.0,2,5022.83105022831,55.0
Old Madras Road,1330.0,2.0,2,5563.909774436091,74.0
Marathahalli,1135.0,2.0,2,5286.343612334802,60.0
Whitefield,516.0,1.0,1,7558.139534883721,39.0
other,1194.0,2.0,2,4271.356783919598,51.0
Electronic City,770.0,1.0,2,4935.064935064935,38.0
Chikkalasandra,1355.0,3.0,3,4000.0,54.2
Whitefield,1116.0,2.0,2,4651.433691756272,51.91
Bhoganhalli,1707.0,3.0,3,6736.965436438196,115.0
Sultan Palaya,1070.0,2.0,2,4579.439252336449,49.0
Tumkur Road,1240.0,2.0,3,6693.548387096775,83.0
JP Nagar,1300.0,2.0,2,7050.0,91.65
Ambalipura,1700.0,2.0,2,4470.588235294118,76.0
Yeshwanthpur,1383.0,2.0,3,5508.315256688359,76.18
Electronic City,1200.0,2.0,2,2887.5,34.65
Hulimavu,935.0,2.0,2,4812.834224598931,45.0
Thigalarapalya,2072.0,4.0,3,7287.644787644787,151.0
Jalahalli,615.0,1.0,1,7479.674796747968,46.0
KR Puram,1116.0,2.0,2,4032.2580645161293,45.0
Whitefield,1639.0,3.0,3,6528.370957901159,107.0
Marathahalli,1839.0,3.0,3,7069.0592713431215,130.0
other,1300.0,2.0,2,4846.153846153846,63.0
Horamavu Agara,625.0,1.0,1,4320.0,27.0
Thanisandra,933.0,1.0,1,6538.049303322615,61.0
Electronic City,1005.0,2.0,2,3957.213930348259,39.77
Horamavu Agara,1080.0,2.0,2,3518.5185185185187,38.0
Vishwapriya Layout,910.0,2.0,2,3956.043956043956,36.0
Hormavu,1200.0,2.0,2,6083.333333333333,73.0
Electronic City,1110.0,2.0,2,3594.5945945945946,39.9
Kothanur,1142.0,2.0,2,4903.6777583187395,56.0
AECS Layout,1005.0,2.0,2,5472.636815920398,55.0
other,1626.6,3.0,3,8176.564613303824,133.0
Kothanur,1074.0,2.0,2,5027.932960893855,54.0
Basavangudi,1230.0,2.0,2,6504.065040650406,80.0
Electronic City,660.0,1.0,2,3484.848484848485,23.0
other,1007.0,2.0,2,4766.633565044687,48.0
Whitefield,1820.0,3.0,3,6208.791208791209,113.0
other,1100.0,2.0,2,5454.545454545455,60.0
other,1348.0,2.0,2,7418.39762611276,100.0
Kasavanhalli,1230.0,2.0,2,5386.178861788618,66.25
Horamavu Agara,1176.0,2.0,3,3198.9795918367345,37.62
Uttarahalli,1590.0,3.0,3,3584.9056603773583,57.0
Frazer Town,1200.0,2.0,2,6500.0,78.0
other,1298.0,2.0,2,5007.704160246533,65.0
Hosa Road,1161.0,2.0,2,4750.215331610681,55.15
other,1350.0,4.0,4,12962.962962962964,175.0
Kothanur,1285.0,2.0,2,4669.260700389105,60.0
Electronic City,1644.0,3.0,3,5631.995133819952,92.59
Kasavanhalli,1819.0,3.0,3,8246.289169873557,150.0
1st Phase JP Nagar,1205.0,2.0,2,7053.941908713693,85.0
Uttarahalli,1050.0,2.0,2,4000.0,42.0
Raja Rajeshwari Nagar,1270.0,2.0,2,4881.889763779527,62.0
9th Phase JP Nagar,1240.0,2.0,3,3216.935483870968,39.89
Jigani,1221.0,3.0,3,5733.005733005733,70.0
Kanakpura Road,1339.0,2.0,2,4705.003734129948,63.0
Haralur Road,1315.0,2.0,2,6463.878326996198,85.0
Raja Rajeshwari Nagar,1250.0,2.0,2,5440.0,68.0
Bisuvanahalli,850.0,2.0,2,3176.470588235294,27.0
7th Phase JP Nagar,1600.0,2.0,3,6875.0,110.0
Electronic City,1250.0,2.0,2,4960.0,62.0
other,1312.0,2.0,3,4306.40243902439,56.5
Electronic City Phase II,1300.0,2.0,2,2153.846153846154,28.0
Whitefield,1990.0,3.0,3,4924.62311557789,98.0
other,760.0,2.0,2,5065.789473684211,38.5
Kadugodi,1614.0,2.0,3,3655.5142503097895,59.0
Judicial Layout,1500.0,3.0,4,10800.0,162.0
other,1182.0,2.0,3,5084.602368866328,60.1
other,1053.0,2.0,2,4396.011396011396,46.29
6th Phase JP Nagar,750.0,1.0,1,14000.0,105.0
Gubbalala,2000.0,3.0,3,6250.0,125.0
Electronic City Phase II,1940.0,4.0,3,5979.381443298969,116.0
Hennur Road,1590.0,3.0,3,6603.773584905661,105.0
other,1035.0,2.0,2,5100.48309178744,52.79
Kothanur,1075.0,2.0,2,4930.232558139535,53.0
TC Palaya,900.0,2.0,2,6111.111111111111,55.0
Raja Rajeshwari Nagar,1260.0,2.0,3,4920.6349206349205,62.0
Thanisandra,1702.0,3.0,3,6286.721504112808,107.0
Bisuvanahalli,1080.0,2.0,3,6018.518518518518,65.0
Kasavanhalli,1189.0,2.0,2,3784.6930193439866,45.0
Tumkur Road,1035.0,2.0,2,3768.1159420289855,39.0
Hennur Road,1200.0,2.0,2,3000.0,36.0
Kanakpura Road,1300.0,3.0,3,5307.692307692308,69.0
Yelahanka,1330.0,2.0,2,7041.353383458647,93.65
Kaggalipura,1210.0,2.0,3,5371.900826446281,65.0
Chikkalasandra,1350.0,2.0,3,4014.814814814815,54.2
Kaval Byrasandra,1900.0,2.0,3,3421.0526315789475,65.0
Ambedkar Nagar,1935.0,4.0,3,6459.948320413437,125.0
other,1410.0,3.0,3,6382.978723404255,90.0
Narayanapura,1469.0,2.0,2,6748.8087134104835,99.14
Varthur,986.0,2.0,2,3042.5963488843813,30.0
other,1460.0,2.0,3,5958.904109589041,87.0
other,1260.0,2.0,3,6750.0,85.05
Chandapura,1345.0,2.0,3,2936.8029739776953,39.5
Panathur,980.0,2.0,2,5816.326530612245,57.0
Kudlu Gate,1164.0,2.0,2,6443.298969072165,75.0
Subramanyapura,929.0,1.0,2,5489.773950484392,51.0
Kundalahalli,1065.0,2.0,2,6572.769953051643,70.0
Budigere,1172.0,2.0,2,4840.017064846416,56.725
Electronic City,1020.0,2.0,2,2967.6470588235293,30.27
Gunjur,1362.0,3.0,3,4598.384728340676,62.63
Yeshwanthpur,672.0,1.0,1,5483.630952380952,36.85
Brookefield,1746.0,3.0,3,6586.483390607102,115.0
Electronic City,1025.0,2.0,2,2887.8048780487807,29.6
Harlur,1532.0,2.0,2,4242.819843342037,65.0
other,1200.0,2.0,3,10000.0,120.0
other,1250.0,2.0,2,5200.0,65.0
Thanisandra,1188.0,2.0,2,3282.8282828282827,39.0
Marathahalli,1170.0,2.0,2,7264.957264957265,85.0
other,1800.0,3.0,3,8333.333333333334,150.0
other,1000.0,2.0,2,3500.0,35.0
Babusapalaya,1061.0,2.0,2,3204.5240339302545,34.0
KR Puram,1290.0,2.0,2,5348.837209302325,69.0
Sarjapur,1200.0,2.0,2,3550.0,42.6
Bharathi Nagar,1120.0,2.0,2,3508.035714285714,39.29
Electronic City,418.0,1.0,1,2870.813397129187,12.0
Sarjapur,1333.0,3.0,3,3750.9377344336085,50.0
Sarjapur  Road,1691.0,3.0,3,7037.25606150207,119.0
Thanisandra,747.0,1.0,1,4599.062918340026,34.355
Thanisandra,2030.0,4.0,3,6157.635467980295,125.0
Balagere,1012.0,2.0,2,6916.99604743083,70.0
Kudlu,1245.0,2.0,3,4819.277108433735,60.0
7th Phase JP Nagar,1765.0,3.0,3,6685.552407932011,118.0
Gottigere,1110.0,2.0,2,3265.765765765766,36.25
other,967.0,2.0,2,4943.1230610134435,47.8
Sarjapur,1044.0,2.0,2,3448.2758620689656,36.0
Brookefield,1518.0,3.0,3,5270.092226613966,80.0
KR Puram,1300.0,2.0,3,4384.615384615385,57.0
other,1798.0,3.0,3,4060.066740823137,73.0
KR Puram,866.28,2.0,2,4199.565960197628,36.38
Singasandra,1179.0,2.0,2,4749.787955894826,56.0
Uttarahalli,1125.0,2.0,2,4266.666666666667,48.0
Haralur Road,1976.0,3.0,3,4655.87044534413,92.0
5th Phase JP Nagar,1190.0,2.0,2,5193.27731092437,61.8
Jakkur,1761.0,3.0,3,4799.545712663259,84.52
Cooke Town,1700.0,3.0,3,7058.823529411765,120.0
Electronic City,1128.0,2.0,2,5744.68085106383,64.8
other,2000.0,3.0,3,4250.0,85.0
Electronic City,1220.0,2.0,3,2889.344262295082,35.25
other,509.0,1.0,1,3929.2730844793714,20.0
Ambedkar Nagar,1852.0,4.0,3,6587.473002159827,122.0
Varthur,1045.0,2.0,2,3889.9521531100477,40.65
Marathahalli,1102.0,2.0,2,4870.235934664247,53.67
other,1800.0,3.0,4,4555.555555555556,82.0
Hebbal Kempapura,1436.0,2.0,3,5222.841225626741,75.0
other,1397.0,2.0,3,3722.2619899785254,52.0
Kothanur,1140.0,2.0,2,4912.2807017543855,56.0
Balagere,645.0,1.0,1,8527.131782945737,55.0
other,2050.0,3.0,3,6585.365853658536,135.0
Sarjapur  Road,1335.0,2.0,2,7116.104868913858,95.0
Hebbal,1255.0,3.0,3,6189.641434262949,77.68
Thanisandra,1140.0,2.0,2,5175.438596491228,59.0
Thanisandra,663.0,1.0,1,6938.15987933635,46.0
other,1276.0,2.0,2,11442.006269592477,146.0
Kanakpura Road,1450.0,3.0,3,4200.0,60.9
Kodichikkanahalli,1400.0,3.0,3,4714.285714285715,66.0
other,1339.0,2.0,2,4000.0,53.56
Electronic City,1220.0,2.0,3,2887.7049180327863,35.23
other,1305.0,2.0,2,3984.6743295019155,52.0
Green Glen Layout,1740.0,3.0,3,4597.701149425287,80.0
Anekal,680.0,1.0,2,3088.235294117647,21.0
Bannerghatta Road,1154.0,2.0,2,4072.790294627383,47.0
Munnekollal,1200.0,2.0,2,3333.3333333333335,40.0
Hennur,1155.0,2.0,2,4718.614718614718,54.5
Sarjapur  Road,1525.0,2.0,3,4131.147540983607,63.0
Padmanabhanagar,1100.0,2.0,2,5454.545454545455,60.0
Hormavu,1250.0,2.0,2,5200.0,65.0
Kothanur,1400.0,2.0,2,5000.0,70.0
other,1600.0,3.0,3,6250.0,100.0
Electronic City,1060.0,2.0,2,5188.679245283019,55.0
Horamavu Banaswadi,1272.0,2.0,2,3930.817610062893,50.0
Kanakpura Road,1296.0,2.0,2,8101.851851851852,105.0
Karuna Nagar,1945.0,3.0,3,5912.596401028278,115.0
Chandapura,1033.0,2.0,3,2949.6611810261375,30.47
other,1235.0,2.0,2,4272.064777327935,52.76
other,850.0,2.0,2,5000.0,42.5
Subramanyapura,1880.0,3.0,3,5851.063829787234,110.0
Kenchenahalli,1060.0,2.0,2,4905.66037735849,52.0
Hennur Road,2041.0,3.0,3,6761.391474767271,138.0
Hulimavu,1050.0,2.0,2,11904.761904761905,125.0
Vasanthapura,1037.0,2.0,2,3498.553519768563,36.28
other,1150.0,2.0,2,3391.304347826087,39.0
LB Shastri Nagar,1184.0,2.0,2,5236.486486486487,62.0
Sarjapur  Road,1680.0,3.0,3,7500.0,126.0
Thanisandra,1411.0,3.0,3,7087.172218284904,100.0
Kanakpura Road,900.0,2.0,2,4555.555555555556,41.0
Thanisandra,1702.0,3.0,3,7050.5287896592245,120.0
Yelahanka,1185.0,2.0,2,3797.46835443038,45.0
Kanakpura Road,1300.0,3.0,3,4923.076923076923,64.0
other,1545.0,3.0,3,4207.119741100324,65.0
6th Phase JP Nagar,1515.0,2.0,3,8910.89108910891,135.0
Jigani,1300.0,3.0,3,4230.7692307692305,55.0
JP Nagar,1107.0,2.0,2,5149.051490514905,57.0
Old Madras Road,1720.0,3.0,3,6162.790697674419,106.0
other,1540.0,3.0,3,9740.25974025974,150.0
Bannerghatta Road,1000.0,2.0,2,4450.0,44.5
Electronic City,710.0,1.0,1,5692.957746478874,40.42
Thanisandra,1100.0,2.0,2,3454.5454545454545,38.0
other,900.0,2.0,2,17777.777777777777,160.0
Bannerghatta Road,1250.0,2.0,2,3840.0,48.0
Hegde Nagar,1584.01,3.0,3,6565.615116066187,104.0
Kaggadasapura,1485.0,2.0,3,4713.804713804714,70.0
Hennur Road,1100.0,2.0,3,7090.909090909091,78.0
8th Phase JP Nagar,1245.0,2.0,2,4738.955823293173,59.0
Hennur Road,1880.0,4.0,4,8191.489361702128,154.0
other,1050.0,2.0,2,4285.714285714285,45.0
Bannerghatta Road,1640.0,3.0,3,6402.4390243902435,105.0
other,1165.0,2.0,2,5579.399141630901,65.0
Kengeri Satellite Town,1110.0,2.0,2,3873.873873873874,43.0
Haralur Road,1300.0,2.0,2,5769.2307692307695,75.0
other,1200.0,1.0,2,3500.0,42.0
Hennur Road,1232.0,2.0,2,5650.162337662337,69.61
Jalahalli,1704.0,3.0,3,5537.55868544601,94.36
7th Phase JP Nagar,1275.0,2.0,3,6901.9607843137255,88.0
Sarjapur  Road,1222.0,2.0,3,5564.648117839607,68.0
Varthur,1155.0,2.0,2,3376.6233766233768,39.0
Electronic City,1000.0,2.0,2,2995.0,29.95
Horamavu Banaswadi,1200.0,2.0,2,3750.0,45.0
Yelahanka,1517.0,3.0,3,4698.7475280158205,71.28
Horamavu Agara,1166.0,2.0,2,3198.1132075471696,37.29
Electronic City,870.0,2.0,2,2758.6206896551726,24.0
Whitefield,1345.0,3.0,3,4312.267657992565,58.0
Dommasandra,900.0,3.0,3,8333.333333333334,75.0
Chandapura,971.0,2.0,3,3913.491246138002,38.0
Hennur,1255.0,2.0,2,4168.924302788844,52.32
EPIP Zone,1810.0,2.0,2,3591.160220994475,65.0
other,1300.0,2.0,2,4461.538461538462,58.0
Thanisandra,1185.0,2.0,2,3797.46835443038,45.0
Pattandur Agrahara,1350.0,2.0,2,5037.037037037037,68.0
Budigere,1590.0,3.0,3,4789.937106918239,76.16
Brookefield,1560.0,3.0,4,9551.28205128205,149.0
Somasundara Palya,1650.0,3.0,3,7636.363636363636,126.0
other,1645.0,3.0,3,5288.753799392097,87.0
Hennur Road,1748.0,3.0,3,5892.448512585813,103.0
Channasandra,1200.0,3.0,3,5647.5,67.77
Kengeri Satellite Town,1170.0,2.0,2,4273.504273504273,50.0
